Lipid_name,full_smiles,Amine,Tail,amine_filled,tail_filled,amine_corrected,fill_confidence,fill_tanimoto,fill_note
S2,N(C(=O)CCCCCN(CCCCCCOCOCCCCCC)CCCCCCOCOCCCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCCOCOCCCCCCN(CCCCCC(C)=O)CCCCCCOCOCCCCCC,False,False,False,,,
S3,N(C(=O)CCCCCN(CCCCCCOC(C)OCCCCCC)CCCCCCOC(C)OCCCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCCOC(OCCCCCCN(CCCCCC(C)=O)CCCCCCOC(OCCCCCC)C)C,False,False,False,,,
S4,N(C(=O)CCCCCN(CCCCCCCCC(=O)OC(CC)CCCCC)CCCCCCCCC(=O)OC(CC)CCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCC(OC(CCCCCCCCN(CCCCCC(C)=O)CCCCCCCCC(OC(CCCCC)CC)=O)=O)CC,False,False,False,,,
S5,N(C(=O)CCCCCN(CCCCCCCCCCCC)CCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCCCCCCCCN(CCCN(CCCCCC(C)=O)CCCCCCCCCCCC)CCCCCCCCCCCC,False,False,False,,,
S6,N(C(=O)CCCCCN(CCCCCCOC(=O)OCCCCCC)CCCN(CCCCCCOC(=O)OCCCCCC)CCCCCCOC(=O)OCCCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCCOC(OCCCCCCN(CCCN(CCCCCC(C)=O)CCCCCCOC(OCCCCCC)=O)CCCCCCOC(OCCCCCC)=O)=O,False,False,False,,,
S7,N(C(=O)CCCCCN(CCCCCCOCOCCCCCC)CCCN(CCCCCCOCOCCCCCC)CCCCCCOCOCCCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCCOCOCCCCCCN(CCCN(CCCCCC(C)=O)CCCCCCOCOCCCCCC)CCCCCCOCOCCCCCC,False,False,False,,,
S8,N(C(=O)CCCCCN(CCCCCCOC(C)OCCCCCC)CCCN(CCCCCCOC(C)OCCCCCC)CCCCCCOC(C)OCCCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCCOC(OCCCCCCN(CCCN(CCCCCC(C)=O)CCCCCCOC(OCCCCCC)C)CCCCCCOC(OCCCCCC)C)C,False,False,False,,,
S9,N(C(=O)CCCCCN(CCCCCCCCC(=O)OC(CC)CCCCC)CCCN(CCCCCCCCC(=O)OC(CC)CCCCC)CCCCCCCCC(=O)OC(CC)CCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCC(OC(CCCCCCCCN(CCCN(CCCCCC(C)=O)CCCCCCCCC(OC(CCCCC)CC)=O)CCCCCCCCC(OC(CCCCC)CC)=O)=O)CC,False,False,False,,,
S0,N(C(=O)CCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCCCCCCCCN(CCCCCC(C)=O)CCCCCCCCCCCC,False,False,False,,,
S1,N(C(=O)CCCCCN(CCCCCCOC(=O)OCCCCCC)CCCCCCOC(=O)OCCCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCCOC(OCCCCCCN(CCCCCC(C)=O)CCCCCCOC(OCCCCCC)=O)=O,False,False,False,,,
S2,N(C(=O)CCCCCN(CCCCCCOCOCCCCCC)CCCCCCOCOCCCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCCOCOCCCCCCN(CCCCCC(C)=O)CCCCCCOCOCCCCCC,False,False,False,,,
S3,N(C(=O)CCCCCN(CCCCCCOC(C)OCCCCCC)CCCCCCOC(C)OCCCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCCOC(OCCCCCCN(CCCCCC(C)=O)CCCCCCOC(OCCCCCC)C)C,False,False,False,,,
S4,N(C(=O)CCCCCN(CCCCCCCCC(=O)OC(CC)CCCCC)CCCCCCCCC(=O)OC(CC)CCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCC(OC(CCCCCCCCN(CCCCCC(C)=O)CCCCCCCCC(OC(CCCCC)CC)=O)=O)CC,False,False,False,,,
S5,N(C(=O)CCCCCN(CCCCCCCCCCCC)CCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCCCCCCCCN(CCCN(CCCCCC(C)=O)CCCCCCCCCCCC)CCCCCCCCCCCC,False,False,False,,,
S6,N(C(=O)CCCCCN(CCCCCCOC(=O)OCCCCCC)CCCN(CCCCCCOC(=O)OCCCCCC)CCCCCCOC(=O)OCCCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCCOC(OCCCCCCN(CCCN(CCCCCC(C)=O)CCCCCCOC(OCCCCCC)=O)CCCCCCOC(OCCCCCC)=O)=O,False,False,False,,,
S7,N(C(=O)CCCCCN(CCCCCCOCOCCCCCC)CCCN(CCCCCCOCOCCCCCC)CCCCCCOCOCCCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCCOCOCCCCCCN(CCCN(CCCCCC(C)=O)CCCCCCOCOCCCCCC)CCCCCCOCOCCCCCC,False,False,False,,,
S8,N(C(=O)CCCCCN(CCCCCCOC(C)OCCCCCC)CCCN(CCCCCCOC(C)OCCCCCC)CCCCCCOC(C)OCCCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCCOC(OCCCCCCN(CCCN(CCCCCC(C)=O)CCCCCCOC(OCCCCCC)C)CCCCCCOC(OCCCCCC)C)C,False,False,False,,,
S9,N(C(=O)CCCCCN(CCCCCCCCC(=O)OC(CC)CCCCC)CCCN(CCCCCCCCC(=O)OC(CC)CCCCC)CCCCCCCCC(=O)OC(CC)CCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCC(OC(CCCCCCCCN(CCCN(CCCCCC(C)=O)CCCCCCCCC(OC(CCCCC)CC)=O)CCCCCCCCC(OC(CCCCC)CC)=O)=O)CC,False,False,False,,,
MC3,CCCCC\C=C/C\C=C/CCCCCCCCC(CCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCN(C)C,C(O)(CCCN(C)C)=O,CCCCC/C=C\C/C=C\CCCCCCCCC(O)CCCCCCCC/C=C\C/C=C\CCCCC,False,False,False,,,
S0,N(C(=O)CCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCCCCCCCCN(CCCCCC(C)=O)CCCCCCCCCCCC,False,False,False,,,
S4,N(C(=O)CCCCCN(CCCCCCCCC(=O)OC(CC)CCCCC)CCCCCCCCC(=O)OC(CC)CCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCC(OC(CCCCCCCCN(CCCCCC(C)=O)CCCCCCCCC(OC(CCCCC)CC)=O)=O)CC,False,False,False,,,
S6,N(C(=O)CCCCCN(CCCCCCOC(=O)OCCCCCC)CCCN(CCCCCCOC(=O)OCCCCCC)CCCCCCOC(=O)OCCCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCCOC(OCCCCCCN(CCCN(CCCCCC(C)=O)CCCCCCOC(OCCCCCC)=O)CCCCCCOC(OCCCCCC)=O)=O,False,False,False,,,
SM102,CCCCCCCCCCCOC(=O)CCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCO,C(O)(CCCCCN(CCO)CCCCCCCC(O)=O)=O,OC(CCCCCCCC)CCCCCCCC,False,False,False,,,
ALC-0315,CCCCCCCCC(CCCCCC)C(=O)OCCCCCCN(CCCCCCOC(=O)C(CCCCCC)CCCCCCCC)CCCCO,OCCCCCCN(CCCCO)CCCCCCO,OC(C(CCCCCCCC)CCCCCC)=O,False,False,False,,,
OS4,N(C(=O)CCCCCN(CCCCCCCCC(=O)OC(CC)CCCCC)CCCCCCCCC(=O)OC(CC)CCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCC(OC(CCCCCCCCN(CCCCCC(C)=O)CCCCCCCCC(OC(CCCCC)CC)=O)=O)CC,False,False,False,,,
S0,N(C(=O)CCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCCCCCCCCN(CCCCCC(C)=O)CCCCCCCCCCCC,False,False,False,,,
S4,N(C(=O)CCCCCN(CCCCCCCCC(=O)OC(CC)CCCCC)CCCCCCCCC(=O)OC(CC)CCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCC(OC(CCCCCCCCN(CCCCCC(C)=O)CCCCCCCCC(OC(CCCCC)CC)=O)=O)CC,False,False,False,,,
S6,N(C(=O)CCCCCN(CCCCCCOC(=O)OCCCCCC)CCCN(CCCCCCOC(=O)OCCCCCC)CCCCCCOC(=O)OCCCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCCOC(OCCCCCCN(CCCN(CCCCCC(C)=O)CCCCCCOC(OCCCCCC)=O)CCCCCCOC(OCCCCCC)=O)=O,False,False,False,,,
S0,N(C(=O)CCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCCCCCCCCN(CCCCCC(C)=O)CCCCCCCCCCCC,False,False,False,,,
S4,N(C(=O)CCCCCN(CCCCCCCCC(=O)OC(CC)CCCCC)CCCCCCCCC(=O)OC(CC)CCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCC(OC(CCCCCCCCN(CCCCCC(C)=O)CCCCCCCCC(OC(CCCCC)CC)=O)=O)CC,False,False,False,,,
S6,N(C(=O)CCCCCN(CCCCCCOC(=O)OCCCCCC)CCCN(CCCCCCOC(=O)OCCCCCC)CCCCCCOC(=O)OCCCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCCOC(OCCCCCCN(CCCN(CCCCCC(C)=O)CCCCCCOC(OCCCCCC)=O)CCCCCCOC(OCCCCCC)=O)=O,False,False,False,,,
S0,N(C(=O)CCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCCCCCCCCN(CCCCCC(C)=O)CCCCCCCCCCCC,False,False,False,,,
S4,N(C(=O)CCCCCN(CCCCCCCCC(=O)OC(CC)CCCCC)CCCCCCCCC(=O)OC(CC)CCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCC(OC(CCCCCCCCN(CCCCCC(C)=O)CCCCCCCCC(OC(CCCCC)CC)=O)=O)CC,False,False,False,,,
S6,N(C(=O)CCCCCN(CCCCCCOC(=O)OCCCCCC)CCCN(CCCCCCOC(=O)OCCCCCC)CCCCCCOC(=O)OCCCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCCOC(OCCCCCCN(CCCN(CCCCCC(C)=O)CCCCCCOC(OCCCCCC)=O)CCCCCCOC(OCCCCCC)=O)=O,False,False,False,,,
S0,N(C(=O)CCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCCCCCCCCN(CCCCCC(C)=O)CCCCCCCCCCCC,False,False,False,,,
S4,N(C(=O)CCCCCN(CCCCCCCCC(=O)OC(CC)CCCCC)CCCCCCCCC(=O)OC(CC)CCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCC(OC(CCCCCCCCN(CCCCCC(C)=O)CCCCCCCCC(OC(CCCCC)CC)=O)=O)CC,False,False,False,,,
S6,N(C(=O)CCCCCN(CCCCCCOC(=O)OCCCCCC)CCCN(CCCCCCOC(=O)OCCCCCC)CCCCCCOC(=O)OCCCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCCOC(OCCCCCCN(CCCN(CCCCCC(C)=O)CCCCCCOC(OCCCCCC)=O)CCCCCCOC(OCCCCCC)=O)=O,False,False,False,,,
S0,N(C(=O)CCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCCCCCCCCN(CCCCCC(C)=O)CCCCCCCCCCCC,False,False,False,,,
S4,N(C(=O)CCCCCN(CCCCCCCCC(=O)OC(CC)CCCCC)CCCCCCCCC(=O)OC(CC)CCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCC(OC(CCCCCCCCN(CCCCCC(C)=O)CCCCCCCCC(OC(CCCCC)CC)=O)=O)CC,False,False,False,,,
S6,N(C(=O)CCCCCN(CCCCCCOC(=O)OCCCCCC)CCCN(CCCCCCOC(=O)OCCCCCC)CCCCCCOC(=O)OCCCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCCOC(OCCCCCCN(CCCN(CCCCCC(C)=O)CCCCCCOC(OCCCCCC)=O)CCCCCCOC(OCCCCCC)=O)=O,False,False,False,,,
MC3,CCCCC\C=C/C\C=C/CCCCCCCCC(CCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCN(C)C,C(O)(CCCN(C)C)=O,CCCCC/C=C\C/C=C\CCCCCCCCC(O)CCCCCCCC/C=C\C/C=C\CCCCC,False,False,False,,,
OS4,N(C(=O)CCCCCN(CCCCCCCCC(=O)OC(CC)CCCCC)CCCCCCCCC(=O)OC(CC)CCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCC(OC(CCCCCCCCN(CCCCCC(C)=O)CCCCCCCCC(OC(CCCCC)CC)=O)=O)CC,False,False,False,,,
MC3,CCCCC\C=C/C\C=C/CCCCCCCCC(CCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCN(C)C,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCC(OC(CCCCCCCCN(CCCCCC(C)=O)CCCCCCCCC(OC(CCCCC)CC)=O)=O)CC,False,False,False,,,
OS4,N(C(=O)CCCCCN(CCCCCCCCC(=O)OC(CC)CCCCC)CCCCCCCCC(=O)OC(CC)CCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCC(OC(CCCCCCCCN(CCCCCC(C)=O)CCCCCCCCC(OC(CCCCC)CC)=O)=O)CC,False,False,False,,,
MC3,CCCCC\C=C/C\C=C/CCCCCCCCC(CCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCN(C)C,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCC(OC(CCCCCCCCN(CCCCCC(C)=O)CCCCCCCCC(OC(CCCCC)CC)=O)=O)CC,False,False,False,,,
OS4,N(C(=O)CCCCCN(CCCCCCCCC(=O)OC(CC)CCCCC)CCCCCCCCC(=O)OC(CC)CCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCC(OC(CCCCCCCCN(CCCCCC(C)=O)CCCCCCCCC(OC(CCCCC)CC)=O)=O)CC,False,False,False,,,
MC3,CCCCC\C=C/C\C=C/CCCCCCCCC(CCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCN(C)C,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCC(OC(CCCCCCCCN(CCCCCC(C)=O)CCCCCCCCC(OC(CCCCC)CC)=O)=O)CC,False,False,False,,,
OS4,N(C(=O)CCCCCN(CCCCCCCCC(=O)OC(CC)CCCCC)CCCCCCCCC(=O)OC(CC)CCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCC(OC(CCCCCCCCN(CCCCCC(C)=O)CCCCCCCCC(OC(CCCCC)CC)=O)=O)CC,False,False,False,,,
MC3,CCCCC\C=C/C\C=C/CCCCCCCCC(CCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCN(C)C,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCC(OC(CCCCCCCCN(CCCCCC(C)=O)CCCCCCCCC(OC(CCCCC)CC)=O)=O)CC,False,False,False,,,
OS4,N(C(=O)CCCCCN(CCCCCCCCC(=O)OC(CC)CCCCC)CCCCCCCCC(=O)OC(CC)CCCCC)C1CCN(C2C=CC=C(Cl)N=2)CC1,CNC1CCN(C2C=CC=C(Cl)N=2)CC1,CCCCCC(OC(CCCCCCCCN(CCCCCC(C)=O)CCCCCCCCC(OC(CCCCC)CC)=O)=O)CC,False,False,False,,,
12T-O14,C(CSCCC(OCCCCCCCCCCCCCC)=O)CC(NC1C=CC(=CC=1)CCCCCCCCCC)=N,CCCCCCCCCCC1=CC=C(N)C=C1,CCCCCCCCCCCCCCOC(=O)C=C,False,False,False,,,
13T-O12,C(CSCCC(=O)OCCCCCCCCCCCC)CC(NC1C=CC(=CC=1)CCCCCCCCCCCC)=N,CCCCCCCCCCCCC1=CC=C(N)C=C1,CCCCCCCCCCCCOC(=O)C=C,False,False,False,,,
13T-O14,C(CSCCC(=O)OCCCCCCCCCCCCCC)CC(NC1C=CC(=CC=1)CCCCCCCCCCCC)=N,CCCCCCCCCCCCC1=CC=C(N)C=C1,CCCCCCCCCCCCCCOC(=O)C=C,False,False,False,,,
15T-O14,C(CSCCC(=O)OCCCCCCCCCCCCCC)CC(NCCN/N=C/CCCSCCC(=O)OCCCCCCCCCCCCCC)=N,C(N)CN,CCCCCCCCCCCCCCOC(=O)C=C,False,False,False,,,
15T-O16,C(CSCCC(=O)OCCCCCCCCCCCCCCCC)CC(NCCN/N=C/CCCSCCC(=O)OCCCCCCCCCCCCCCCC)=N,C(N)CN,CCCCCCCCCCCCCCCCOC(=O)C=C,False,False,False,,,
16T-O16,C(CSCCC(=O)OCCCCCCCCCCCCCCCC)C/C=N/NCCCN/N=C/CCCSCCC(=O)OCCCCCCCCCCCCCCCC,C(CN)CN,CCCCCCCCCCCCCCCCOC(=O)C=C,False,False,False,,,
19T-O12,C(CSCCC(=O)OCCCCCCCCCCCC)C/C=N/NCCN(CCN/N=C/CCCSCCC(=O)OCCCCCCCCCCCC)C,CN(CCN)CCN,CCCCCCCCCCCCOC(=O)C=C,False,False,False,,,
20T-O9,C(CSCCC(=O)OCCCCCCCCC)C/C=N/NCCN(CCN/N=C/CCCSCCC(=O)OCCCCCCCCC)CCN/N=C/CCCSCCC(=O)OCCCCCCCCC,C(N)CN(CCN)CCN,CCCCCCCCCOC(=O)C=C,False,False,False,,,
nan,C1=CC(N(C2C(=CC=CC=2)O)CCCN(C)C)=C(O)C=C1,CN(CCCN)C,C1C=CC(O)=CC=1,False,False,False,,,
nan,C1=CC(N(C2C(=CC=CC=2)O)CCN(CC)CC)=C(O)C=C1,CCN(CC)CCN,C1C=CC(O)=CC=1,False,False,False,,,
nan,C1=CC(N(C2C(=CC=CC=2)O)CCC2CCCN2C)=C(O)C=C1,CN1C(CCN)CCC1,C1C=CC(O)=CC=1,False,False,False,,,
nan,C1=CC(N(C2C(=CC=CC=2)O)CCN2CCCCC2)=C(O)C=C1,C1CCN(CCN)CC1,C1C=CC(O)=CC=1,False,False,False,,,
nan,C1=CC(N(C2C(=CC=CC=2)O)CCCN2CCN(CC2)C)=C(O)C=C1,CN1CCN(CCCN)CC1,C1C=CC(O)=CC=1,False,False,False,,,
nan,C1=CC(N(C2C(=CC=CC=2)O)CCN(C2C(=CC=CC=2)O)C2C=CC=CC=2O)=C(O)C=C1,C(N)CN,C1C=CC(O)=CC=1,False,False,False,,,
nan,C1=CC(N(C2C(=CC=CC=2)O)CCCN(C2C(=CC=CC=2)O)C2C=CC=CC=2O)=C(O)C=C1,C(CN)CN,C1C=CC(O)=CC=1,False,False,False,,,
nan,C1=CC(N(C2C(=CC=CC=2)O)CCN(CCN(C2C(=CC=CC=2)O)C2C=CC=CC=2O)C)=C(O)C=C1,CN(CCN)CCN,C1C=CC(O)=CC=1,False,False,False,,,
nan,C1=CC(N(C2C(=CC=CC=2)O)CCCN(CCCN(C2C(=CC=CC=2)O)C2C=CC=CC=2O)C)=C(O)C=C1,CN(CCCN)CCCN,C1C=CC(O)=CC=1,False,False,False,,,
nan,C1=CC(N(C2C(=CC=CC=2)O)CCOCCOCCN(C2C(=CC=CC=2)O)C2C=CC=CC=2O)=C(O)C=C1,C(N)COCCOCCN,C1C=CC(O)=CC=1,False,False,False,,,
nan,C1=CC(N(C2C(=CC=CC=2)O)CCCN2CCN(CCCN(C3C(=CC=CC=3)O)C3C=CC=CC=3O)CC2)=C(O)C=C1,C(CN1CCN(CCCN)CC1)CN,C1C=CC(O)=CC=1,False,False,False,,,
nan,C1=CC(N(C2C(=CC=CC=2)O)CCN2CCN(CC2)CCNCCN(C2C(=CC=CC=2)O)C2C=CC=CC=2O)=C(O)C=C1,C(N)CNCCN1CCN(CCN)CC1,C1C=CC(O)=CC=1,False,False,False,,,
nan,C1=CC(N(C2C(=CC=CC=2)O)CCN(CCN(C2C(=CC=CC=2)O)C2C=CC=CC=2O)CCN(C2C(=CC=CC=2)O)C2C=CC=CC=2O)=C(O)C=C1,C(N)CN(CCN)CCN,C1C=CC(O)=CC=1,False,False,False,,,
nan,C1=CC(N(C2C(=CC=CC=2)O)CCCN(CCCN(C2C(=CC=CC=2)O)C2C=CC=CC=2O)CCCN(C2C(=CC=CC=2)O)C2C=CC=CC=2O)=C(O)C=C1,C(CN(CCCN)CCCN)CN,C1C=CC(O)=CC=1,False,False,False,,,
nan,C1=CC(N(C2C(=CC=CC=2)O)CCCCCCNCCN2CCN(CC2)CCCCCCN(C2C(=CC=CC=2)O)C2C=CC=CC=2O)=C(O)C=C1,C(CCN)CCCN1CCN(CCNCCCCCCN)CC1,C1C=CC(O)=CC=1,False,False,False,,,
nan,C1=CC(N(C2C(=CC=CC=2)O)CCCCC2C(=O)NC(CCCCN(C3C(=CC=CC=3)O)C3C=CC=CC=3O)C(=O)N2)=C(O)C=C1,C(CC1NC(=O)C(CCCCN)NC1=O)CCN,C1C=CC(O)=CC=1,False,False,False,,,
nan,C1(CCCCCC)C=CC(O)=C(N(CCCN(C)C)C2=CC(CCCCCC)=CC=C2O)C=1,CN(CCCN)C,C1(CCCCCC)C=CC(O)=CC=1,False,False,False,,,
nan,C1(CCCCCC)C=CC(O)=C(N(CCN(CC)CC)C2=CC(CCCCCC)=CC=C2O)C=1,CCN(CC)CCN,C1(CCCCCC)C=CC(O)=CC=1,False,False,False,,,
nan,C1(CCCCCC)C=CC(O)=C(N(CCC2N(C)CCC2)C2=CC(CCCCCC)=CC=C2O)C=1,CN1C(CCN)CCC1,C1(CCCCCC)C=CC(O)=CC=1,False,False,False,,,
nan,C1(CCCCCC)C=CC(O)=C(N(CCN2CCCCC2)C2=CC(CCCCCC)=CC=C2O)C=1,C1CCN(CCN)CC1,C1(CCCCCC)C=CC(O)=CC=1,False,False,False,,,
nan,C1(CCCCCC)C=CC(O)=C(N(CCCN2CCN(C)CC2)C2=CC(CCCCCC)=CC=C2O)C=1,CN1CCN(CCCN)CC1,C1(CCCCCC)C=CC(O)=CC=1,False,False,False,,,
nan,C1(CCCCCC)C=CC(O)=C(N(CCN(C2=C(O)C=CC(CCCCCC)=C2)C2=CC(CCCCCC)=CC=C2O)C2=CC(CCCCCC)=CC=C2O)C=1,C(N)CN,C1(CCCCCC)C=CC(O)=CC=1,False,False,False,,,
nan,C1(CCCCCC)C=CC(O)=C(N(CCCN(C2=C(O)C=CC(CCCCCC)=C2)C2=CC(CCCCCC)=CC=C2O)C2=CC(CCCCCC)=CC=C2O)C=1,C(CN)CN,C1(CCCCCC)C=CC(O)=CC=1,False,False,False,,,
nan,C1(CCCCCC)C=CC(O)=C(N(CCN(C)CCN(C2=C(O)C=CC(CCCCCC)=C2)C2=CC(CCCCCC)=CC=C2O)C2=CC(CCCCCC)=CC=C2O)C=1,CN(CCN)CCN,C1(CCCCCC)C=CC(O)=CC=1,False,False,False,,,
nan,C1(CCCCCC)C=CC(O)=C(N(CCCN(C)CCCN(C2=C(O)C=CC(CCCCCC)=C2)C2=CC(CCCCCC)=CC=C2O)C2=CC(CCCCCC)=CC=C2O)C=1,CN(CCCN)CCCN,C1(CCCCCC)C=CC(O)=CC=1,False,False,False,,,
nan,C1(CCCCCC)C=CC(O)=C(N(CCOCCOCCN(C2=C(O)C=CC(CCCCCC)=C2)C2=CC(CCCCCC)=CC=C2O)C2=CC(CCCCCC)=CC=C2O)C=1,C(N)COCCOCCN,C1(CCCCCC)C=CC(O)=CC=1,False,False,False,,,
nan,C1(CCCCCC)C=CC(O)=C(N(CCCN2CCN(CCCN(C3=C(O)C=CC(CCCCCC)=C3)C3=CC(CCCCCC)=CC=C3O)CC2)C2=CC(CCCCCC)=CC=C2O)C=1,C(CN1CCN(CCCN)CC1)CN,C1(CCCCCC)C=CC(O)=CC=1,False,False,False,,,
nan,C1(CCCCCC)C=CC(O)=C(N(CCN2CCN(CCNCCN(C3=C(O)C=CC(CCCCCC)=C3)C3=CC(CCCCCC)=CC=C3O)CC2)C2=CC(CCCCCC)=CC=C2O)C=1,C(N)CNCCN1CCN(CCN)CC1,C1(CCCCCC)C=CC(O)=CC=1,False,False,False,,,
nan,C1(CCCCCC)C=CC(O)=C(N(CCN(CCN(C2=C(O)C=CC(CCCCCC)=C2)C2=CC(CCCCCC)=CC=C2O)CCN(C2=C(O)C=CC(CCCCCC)=C2)C2=CC(CCCCCC)=CC=C2O)C2=CC(CCCCCC)=CC=C2O)C=1,C(N)CN(CCN)CCN,C1(CCCCCC)C=CC(O)=CC=1,False,False,False,,,
